source_sample	source_run	bin_id	completeness_checkm2	contamination_checkm2	operational_category
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.114_sub.fa	50.19	10.44	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.138.fa	82.77	3.67	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.141_sub.fa	29.43	3.24	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.152.fa	97.98	10.79	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.155_sub.fa	58.21	2.29	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.157.fa	69.88	7.38	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.165_sub.fa	22.68	0.02	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.169_sub.fa	98.25	55.29	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.173.fa	83.13	0.9	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.19.fa	48.04	1.14	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.232_sub.fa	83.75	8.67	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.65_sub.fa	65.48	1.94	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.66.fa	85.46	8.52	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.71_sub.fa	36.96	2.94	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.75.fa	58.27	3.38	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.77_sub.fa	77.01	21.05	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.93_sub.fa	56.66	8.06	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBAT2Refined-group-group_220428.95.fa	89.09	2.94	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.10_sub.fa	40.87	0.56	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.11_sub.fa	60.69	1.76	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.16_sub.fa	52.31	1.41	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.1_sub.fa	79.05	0.77	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.21_sub.fa	53.26	1.49	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.23_sub.fa	35.7	7.01	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.26.fa	29.5	4.36	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.27.fa	53.2	12.52	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.28.fa	77.47	14.84	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.29_sub.fa	47.39	5.72	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.36.fa	45.65	8.13	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.39_sub.fa	18.7	0.84	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.41_sub.fa	59.91	7.11	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.44.fa	62.26	12.59	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.49_sub.fa	61.82	9.25	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.50_sub.fa	55.34	14.13	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.52.fa	61.02	12.28	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.56_sub.fa	48.68	6.38	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.6.fa	67.32	7.69	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.60_sub.fa	49.8	6.29	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.61_sub.fa	63.14	7.85	MQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.64.fa	47.57	9.41	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.70_sub.fa	61.65	14.04	LQ
MG220428	run_20260418_161743	METAMDBG-MetaBinnerRefined-group-group_220428.9.fa	68.7	6.05	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.13.fa	65.2	2.19	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.14.fa	54.82	0.37	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.16_sub.fa	61.66	0.04	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.18.fa	63.49	2.09	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.21.fa	51.44	0.46	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.217_sub.fa	77.84	34.21	LQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.28.fa	40.95	0.33	LQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.3.fa	89.83	7.41	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.4.fa	77.67	2.26	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.6.fa	70.16	11.26	LQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.62.fa	56.62	0.49	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.7.fa	95.87	4.52	HQ_candidate
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.8.fa	85.25	10.04	LQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.9.fa	75.45	0.14	MQ
MG220428	run_20260418_161743	METAMDBG-SemiBin2Refined-group-group_220428.91_sub.fa	62.14	15.41	LQ
MG211022	run_20260415_211106	FLYE-CONCOCTRefined-group-group_211022.18.fa	41.5	11.58	LQ
MG211022	run_20260415_211106	FLYE-CONCOCTRefined-group-group_211022.25_sub.fa	46.88	6.06	LQ
MG211022	run_20260415_211106	FLYE-CONCOCTRefined-group-group_211022.26.fa	39.34	4.97	LQ
MG211022	run_20260415_211106	FLYE-CONCOCTRefined-group-group_211022.39_sub.fa	90.01	5.25	MQ
MG211022	run_20260415_211106	FLYE-CONCOCTRefined-group-group_211022.47.fa	45.85	7.54	LQ
MG211022	run_20260415_211106	FLYE-MaxBin2Refined-group-group_211022.031_sub.fa	40.34	9.01	LQ
MG211022	run_20260415_211106	FLYE-MetaBinnerRefined-group-group_211022.3.fa	90.76	6.15	MQ
MG211022	run_20260415_211106	FLYE-MetaBinnerRefined-group-group_211022.5.fa	43.26	3.81	LQ
MG211022	run_20260415_211106	FLYE-MetaBinnerRefined-group-group_211022.6.fa	56.44	7.91	MQ
MG211022	run_20260415_211106	FLYE-SemiBin2Refined-group-group_211022.3.fa	47.42	2.06	LQ
MG211022	run_20260415_211106	FLYE-SemiBin2Refined-group-group_211022.4.fa	65.42	1.3	MQ
MG211022	run_20260415_211106	FLYE-SemiBin2Refined-group-group_211022.6.fa	48.73	3.81	LQ
MG211022	run_20260415_211106	METAMDBG-CONCOCTRefined-group-group_211022.46_sub.fa	51.84	8.53	MQ
MG211022	run_20260415_211106	METAMDBG-CONCOCTRefined-group-group_211022.54.fa	99.0	43.67	LQ
MG211022	run_20260415_211106	METAMDBG-CONCOCTRefined-group-group_211022.64.fa	39.45	9.34	LQ
MG211022	run_20260415_211106	METAMDBG-CONCOCTRefined-group-group_211022.93_sub.fa	76.5	28.93	LQ
MG211022	run_20260415_211106	METAMDBG-MaxBin2Refined-group-group_211022.001.fa	92.1	6.33	MQ
MG211022	run_20260415_211106	METAMDBG-MaxBin2Refined-group-group_211022.002.fa	93.73	5.74	MQ
MG211022	run_20260415_211106	METAMDBG-MaxBin2Refined-group-group_211022.015.fa	84.22	29.36	LQ
MG211022	run_20260415_211106	METAMDBG-MaxBin2Refined-group-group_211022.025.fa	27.53	3.58	LQ
MG211022	run_20260415_211106	METAMDBG-MaxBin2Refined-group-group_211022.026.fa	47.33	9.74	LQ
MG211022	run_20260415_211106	METAMDBG-MetaBAT2Refined-group-group_211022.101.fa	50.54	0.21	MQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.11.fa	53.37	7.32	MQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.19.fa	59.28	13.31	LQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.23_sub.fa	55.8	12.39	LQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.3.fa	60.98	4.96	MQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.30_sub.fa	54.81	8.22	MQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.5_sub.fa	25.64	3.11	LQ
MG211022	run_20260415_211106	METAMDBG-MetaBinnerRefined-group-group_211022.8.fa	55.53	3.53	MQ
MG211022	run_20260415_211106	METAMDBG-SemiBin2Refined-group-group_211022.101_sub.fa	63.17	21.54	LQ
MG211022	run_20260415_211106	METAMDBG-SemiBin2Refined-group-group_211022.2.fa	82.72	3.36	MQ
MG211022	run_20260415_211106	METAMDBG-SemiBin2Refined-group-group_211022.3.fa	70.81	13.53	LQ
MG211022	run_20260415_211106	METAMDBG-SemiBin2Refined-group-group_211022.4.fa	69.07	7.12	MQ
MG211022	run_20260415_211106	METAMDBG-SemiBin2Refined-group-group_211022.85.fa	62.97	17.61	LQ
MG220629	run_20260414_224226	METAMDBG-MaxBin2Refined-group-group_220629.003_sub.fa	75.41	28.79	LQ
MG220629	run_20260414_224226	METAMDBG-MaxBin2Refined-group-group_220629.011.fa	73.35	20.41	LQ
MG220629	run_20260414_224226	METAMDBG-MetaBAT2Refined-group-group_220629.18.fa	77.94	33.22	LQ
MG220629	run_20260414_224226	METAMDBG-MetaBinnerRefined-group-group_220629.2_sub.fa	34.87	3.69	LQ
MG220629	run_20260414_224226	METAMDBG-MetaBinnerRefined-group-group_220629.6_sub.fa	23.28	1.45	LQ
MG220629	run_20260414_224226	METAMDBG-MetaBinnerRefined-group-group_220629.9.fa	58.34	18.57	LQ
MG240304	run_20260417_045201	FLYE-CONCOCTRefined-group-group_240304.116.fa	45.88	1.96	LQ
MG240304	run_20260417_045201	FLYE-CONCOCTRefined-group-group_240304.66_sub.fa	61.41	9.69	MQ
MG240304	run_20260417_045201	FLYE-CONCOCTRefined-group-group_240304.97.fa	68.71	1.37	MQ
MG240304	run_20260417_045201	FLYE-MaxBin2Refined-group-group_240304.026_sub.fa	63.82	14.26	LQ
MG240304	run_20260417_045201	FLYE-MetaBAT2Refined-group-group_240304.55.fa	24.93	0.61	LQ
MG240304	run_20260417_045201	FLYE-MetaBAT2Refined-group-group_240304.66_sub.fa	77.67	1.16	MQ
MG240304	run_20260417_045201	FLYE-MetaBAT2Refined-group-group_240304.7_sub.fa	66.39	21.31	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.10_sub.fa	27.36	2.26	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.12_sub.fa	35.28	2.78	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.13_sub.fa	27.42	0.17	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.15_sub.fa	60.41	11.19	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.19_sub.fa	53.36	15.33	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.2.fa	51.83	5.82	MQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.20.fa	42.6	5.65	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.29_sub.fa	46.9	6.91	LQ
MG240304	run_20260417_045201	FLYE-MetaBinnerRefined-group-group_240304.6.fa	36.3	2.65	LQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.0.fa	87.3	5.46	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.1.fa	93.62	4.67	HQ_candidate
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.11.fa	56.66	1.21	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.12.fa	65.88	8.88	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.2.fa	92.36	7.45	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.23.fa	63.23	5.2	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.3.fa	85.75	5.25	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.4.fa	79.92	3.55	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.5.fa	72.4	1.38	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.6.fa	69.0	3.58	MQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.7.fa	73.95	10.2	LQ
MG240304	run_20260417_045201	FLYE-SemiBin2Refined-group-group_240304.8.fa	66.0	5.13	MQ
MG240304	run_20260417_045201	METAMDBG-CONCOCTRefined-group-group_240304.20_sub.fa	100.0	40.14	LQ
MG240304	run_20260417_045201	METAMDBG-CONCOCTRefined-group-group_240304.51.fa	77.51	9.79	MQ
MG240304	run_20260417_045201	METAMDBG-MaxBin2Refined-group-group_240304.020.fa	24.68	0.14	LQ
MG240304	run_20260417_045201	METAMDBG-MaxBin2Refined-group-group_240304.040_sub.fa	48.68	7.37	LQ
MG240304	run_20260417_045201	METAMDBG-MaxBin2Refined-group-group_240304.072_sub.fa	53.25	12.58	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.123_sub.fa	28.1	3.31	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.124_sub.fa	50.45	8.98	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.13.fa	80.74	7.25	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.142_sub.fa	26.66	2.08	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.148.fa	95.51	1.93	HQ_candidate
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.155_sub.fa	62.66	12.84	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.160.fa	97.1	3.58	HQ_candidate
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.168.fa	86.17	0.02	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.198.fa	13.67	0.01	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.199.fa	87.57	15.01	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.32_sub.fa	45.4	4.86	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.5.fa	94.1	4.46	HQ_candidate
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.72_sub.fa	52.75	9.92	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBAT2Refined-group-group_240304.75_sub.fa	61.89	22.03	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.11.fa	54.13	5.86	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.14.fa	71.68	10.32	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.15.fa	46.37	5.5	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.16_sub.fa	61.51	7.9	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.18.fa	57.06	9.68	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.19.fa	58.4	5.99	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.21.fa	39.95	1.02	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.23_sub.fa	48.05	11.15	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.24_sub.fa	60.99	10.17	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.29.fa	50.06	6.2	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.3.fa	73.93	7.41	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.34.fa	55.9	11.72	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.35_sub.fa	38.03	7.54	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.36.fa	35.82	3.58	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.38_sub.fa	47.8	5.08	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.39.fa	51.07	6.86	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.42.fa	52.31	8.34	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.46.fa	46.28	7.74	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.48.fa	71.94	7.34	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.49_sub.fa	41.24	2.62	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.52_sub.fa	59.24	8.22	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.57_sub.fa	50.97	9.85	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.6.fa	68.43	4.93	MQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.7.fa	79.51	11.16	LQ
MG240304	run_20260417_045201	METAMDBG-MetaBinnerRefined-group-group_240304.9_sub.fa	53.16	10.48	LQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.180.fa	75.69	18.93	LQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.196.fa	53.16	10.22	LQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.205_sub.fa	79.79	18.35	LQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.209_sub.fa	64.06	25.32	LQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.219_sub.fa	82.9	51.51	LQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.3.fa	72.05	0.56	MQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.6.fa	58.94	1.07	MQ
MG240304	run_20260417_045201	METAMDBG-SemiBin2Refined-group-group_240304.8.fa	29.3	3.16	LQ
MG231025	run_20260416_063757	FLYE-CONCOCTRefined-group-group_231025.18.fa	54.84	5.25	MQ
MG231025	run_20260416_063757	FLYE-CONCOCTRefined-group-group_231025.66.fa	44.21	2.25	LQ
MG231025	run_20260416_063757	FLYE-MaxBin2Refined-group-group_231025.002.fa	44.48	0.41	LQ
MG231025	run_20260416_063757	FLYE-MaxBin2Refined-group-group_231025.009_sub.fa	65.88	8.12	MQ
MG231025	run_20260416_063757	FLYE-MaxBin2Refined-group-group_231025.010.fa	69.2	22.22	LQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.13.fa	20.47	1.13	LQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.20.fa	83.6	2.67	MQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.3.fa	64.02	2.31	MQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.38_sub.fa	53.64	7.11	MQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.43_sub.fa	45.15	0.05	LQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.5.fa	64.51	7.94	MQ
MG231025	run_20260416_063757	FLYE-MetaBAT2Refined-group-group_231025.58.fa	22.0	4.55	LQ
MG231025	run_20260416_063757	FLYE-MetaBinnerRefined-group-group_231025.12.fa	43.31	3.12	LQ
MG231025	run_20260416_063757	FLYE-MetaBinnerRefined-group-group_231025.14.fa	67.15	9.46	MQ
MG231025	run_20260416_063757	FLYE-MetaBinnerRefined-group-group_231025.17.fa	55.46	3.7	MQ
MG231025	run_20260416_063757	FLYE-MetaBinnerRefined-group-group_231025.18_sub.fa	33.62	11.61	LQ
MG231025	run_20260416_063757	FLYE-MetaBinnerRefined-group-group_231025.5.fa	59.32	5.92	MQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.1.fa	78.57	4.98	MQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.109.fa	41.12	7.39	LQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.16.fa	10.82	0.86	LQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.18.fa	7.34	0.0	LQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.2.fa	60.01	5.05	MQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.3.fa	69.96	3.73	MQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.4.fa	60.27	0.02	MQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.6.fa	43.92	0.53	LQ
MG231025	run_20260416_063757	FLYE-SemiBin2Refined-group-group_231025.9.fa	41.16	4.09	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.11_sub.fa	21.74	0.56	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.45_sub.fa	48.12	11.42	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.48.fa	43.88	3.17	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.58_sub.fa	11.2	2.51	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.76.fa	34.62	2.31	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.87_sub.fa	88.92	24.94	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.90_sub.fa	94.48	27.33	LQ
MG231025	run_20260416_063757	METAMDBG-CONCOCTRefined-group-group_231025.97_sub.fa	45.0	5.82	LQ
MG231025	run_20260416_063757	METAMDBG-MaxBin2Refined-group-group_231025.029_sub.fa	38.21	5.03	LQ
MG231025	run_20260416_063757	METAMDBG-MaxBin2Refined-group-group_231025.041_sub.fa	48.02	5.82	LQ
MG231025	run_20260416_063757	METAMDBG-MaxBin2Refined-group-group_231025.053_sub.fa	31.45	4.85	LQ
MG231025	run_20260416_063757	METAMDBG-MaxBin2Refined-group-group_231025.055_sub.fa	40.1	5.6	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.101.fa	72.24	27.03	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.111.fa	64.34	6.45	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.118.fa	90.89	14.22	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.142_sub.fa	79.48	65.36	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.28.fa	90.19	7.14	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.48_sub.fa	76.22	24.03	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.52_sub.fa	66.51	5.59	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.73.fa	94.16	0.21	HQ_candidate
MG231025	run_20260416_063757	METAMDBG-MetaBAT2Refined-group-group_231025.82_sub.fa	94.66	47.37	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.10_sub.fa	47.25	3.98	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.15_sub.fa	64.24	28.32	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.16_sub.fa	64.04	8.96	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.17.fa	65.59	4.2	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.19_sub.fa	45.27	6.68	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.20.fa	61.44	13.2	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.21.fa	40.87	7.81	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.22.fa	49.84	10.42	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.23_sub.fa	55.24	9.3	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.28.fa	82.98	18.02	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.3.fa	92.56	8.88	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.33_sub.fa	52.1	6.14	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.36_sub.fa	54.29	11.74	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.4.fa	65.65	12.69	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.5.fa	78.7	7.77	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.7.fa	66.73	0.62	MQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.8_sub.fa	39.93	1.8	LQ
MG231025	run_20260416_063757	METAMDBG-MetaBinnerRefined-group-group_231025.9.fa	50.85	4.56	MQ
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.0.fa	91.94	0.11	HQ_candidate
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.159_sub.fa	72.37	16.9	LQ
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.16.fa	48.04	0.11	LQ
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.17.fa	44.61	1.34	LQ
MG231025	run_20260416_063757	METAMDBG-SemiBin2Refined-group-group_231025.2.fa	71.09	8.5	MQ
